test0,test1,test2,test3,test4,test5,test6,test7,test8,test9
"{'NDCG@5': 0.4213113174160941, 'HR@5': 0.49699742636545613}","{'NDCG@5': 0.3879135707970791, 'HR@5': 0.4612950340798442}","{'NDCG@5': 0.36029868378581303, 'HR@5': 0.43226327478295984}","{'NDCG@5': 0.33046054191162705, 'HR@5': 0.40790131688614767}","{'NDCG@5': 0.29449938705058565, 'HR@5': 0.36855132881709224}","{'NDCG@5': 0.2609447046164223, 'HR@5': 0.3347391133777952}","{'NDCG@5': 0.2290016648149397, 'HR@5': 0.2987821948488242}","{'NDCG@5': 0.2063568279240533, 'HR@5': 0.27502223438462065}","{'NDCG@5': 0.1800514080197601, 'HR@5': 0.2451762459944092}","{'NDCG@5': 0.13317938835707235, 'HR@5': 0.1892886345053148}"
"{'NDCG@5': 0.42222676938013476, 'HR@5': 0.49671146697169}","{'NDCG@5': 0.3883596011638253, 'HR@5': 0.4608081791626095}","{'NDCG@5': 0.36187285223527316, 'HR@5': 0.434282253179891}","{'NDCG@5': 0.3313923543600003, 'HR@5': 0.40790131688614767}","{'NDCG@5': 0.29419948246095917, 'HR@5': 0.36646690984887964}","{'NDCG@5': 0.26142436565409116, 'HR@5': 0.334542958022754}","{'NDCG@5': 0.22947145663592666, 'HR@5': 0.2991321388577828}","{'NDCG@5': 0.2055944432736823, 'HR@5': 0.2727645891769857}","{'NDCG@5': 0.17989949196598762, 'HR@5': 0.2437444603531738}","{'NDCG@5': 0.13321854704793523, 'HR@5': 0.18833469610248024}"
"{'NDCG@5': 0.42173568808823914, 'HR@5': 0.49585358879039176}","{'NDCG@5': 0.3884021855075474, 'HR@5': 0.46007789678675753}","{'NDCG@5': 0.3610538751180569, 'HR@5': 0.43266707046234604}","{'NDCG@5': 0.3320524892235173, 'HR@5': 0.4080680113352225}","{'NDCG@5': 0.29454351041890975, 'HR@5': 0.36737884314747266}","{'NDCG@5': 0.26215601910562775, 'HR@5': 0.3353275794429188}","{'NDCG@5': 0.22955009961369804, 'HR@5': 0.2993421052631579}","{'NDCG@5': 0.2060501296799857, 'HR@5': 0.27310665663268796}","{'NDCG@5': 0.1802383873832977, 'HR@5': 0.24442626303947637}","{'NDCG@5': 0.13332653885482823, 'HR@5': 0.1881984191877896}"
"{'NDCG@5': 0.4219097977138087, 'HR@5': 0.4955676293966257}","{'NDCG@5': 0.3911675364543096, 'HR@5': 0.46153846153846156}","{'NDCG@5': 0.3634503608943209, 'HR@5': 0.43408035534019784}","{'NDCG@5': 0.33289689014020696, 'HR@5': 0.40790131688614767}","{'NDCG@5': 0.2954789162629142, 'HR@5': 0.3676393955184992}","{'NDCG@5': 0.2631256482526522, 'HR@5': 0.33542565712043937}","{'NDCG@5': 0.23069979913606029, 'HR@5': 0.2992021276595745}","{'NDCG@5': 0.20753402936121157, 'HR@5': 0.27365396456181157}","{'NDCG@5': 0.18102612222184009, 'HR@5': 0.24510806572577895}","{'NDCG@5': 0.1340491183641457, 'HR@5': 0.18813028073044427}"
"{'NDCG@5': 0.4208090398774586, 'HR@5': 0.4952816700028596}","{'NDCG@5': 0.39011492251849117, 'HR@5': 0.4625121713729309}","{'NDCG@5': 0.3607331915211, 'HR@5': 0.43226327478295984}","{'NDCG@5': 0.3316001266423336, 'HR@5': 0.4069011501916986}","{'NDCG@5': 0.29441557471547125, 'HR@5': 0.3677696717040125}","{'NDCG@5': 0.2620821409457269, 'HR@5': 0.33562181247548056}","{'NDCG@5': 0.22827119560608428, 'HR@5': 0.2976623740201568}","{'NDCG@5': 0.20614533043306224, 'HR@5': 0.27338031059724976}","{'NDCG@5': 0.18027839691266945, 'HR@5': 0.24510806572577895}","{'NDCG@5': 0.133249895369835, 'HR@5': 0.18915235759062415}"
"{'NDCG@5': 0.4212232480325953, 'HR@5': 0.4944237918215613}","{'NDCG@5': 0.3924081450607064, 'HR@5': 0.46324245374878287}","{'NDCG@5': 0.36207939803284517, 'HR@5': 0.4334746618211185}","{'NDCG@5': 0.3325586481050643, 'HR@5': 0.407567927987998}","{'NDCG@5': 0.2952403100267998, 'HR@5': 0.3680302240750391}","{'NDCG@5': 0.2630138105216612, 'HR@5': 0.3351314240878776}","{'NDCG@5': 0.22984811695097962, 'HR@5': 0.2979423292273236}","{'NDCG@5': 0.20674439973307968, 'HR@5': 0.2729014161592666}","{'NDCG@5': 0.1817365635410581, 'HR@5': 0.24572168814345127}","{'NDCG@5': 0.13421295399465147, 'HR@5': 0.18887980376124286}"
"{'NDCG@5': 0.42169942840811653, 'HR@5': 0.4955676293966257}","{'NDCG@5': 0.39120875645193426, 'HR@5': 0.46032132424537486}","{'NDCG@5': 0.3610414422113036, 'HR@5': 0.4330708661417323}","{'NDCG@5': 0.33276581332747024, 'HR@5': 0.4080680113352225}","{'NDCG@5': 0.2957557895739525, 'HR@5': 0.3680302240750391}","{'NDCG@5': 0.26252372087661946, 'HR@5': 0.33650451157316597}","{'NDCG@5': 0.22948560420001515, 'HR@5': 0.299062150055991}","{'NDCG@5': 0.20659767414346167, 'HR@5': 0.27338031059724976}","{'NDCG@5': 0.1812303815589979, 'HR@5': 0.24524442626303947}","{'NDCG@5': 0.13428438960010095, 'HR@5': 0.19051512673753065}"
"{'NDCG@5': 0.42244446813873937, 'HR@5': 0.49499571060909353}","{'NDCG@5': 0.39194595596867493, 'HR@5': 0.4625121713729309}","{'NDCG@5': 0.3616387620628161, 'HR@5': 0.4330708661417323}","{'NDCG@5': 0.33328981738472024, 'HR@5': 0.4080680113352225}","{'NDCG@5': 0.2962002502655585, 'HR@5': 0.36959353830119857}","{'NDCG@5': 0.2634088550602867, 'HR@5': 0.33689682228324835}","{'NDCG@5': 0.23048943052539667, 'HR@5': 0.2999720044792833}","{'NDCG@5': 0.2072209261386712, 'HR@5': 0.2741328589997948}","{'NDCG@5': 0.18231207172729014, 'HR@5': 0.24647167109838414}","{'NDCG@5': 0.13470040057981986, 'HR@5': 0.19044698828018533}"
"{'NDCG@5': 0.42294827308808913, 'HR@5': 0.49671146697169}","{'NDCG@5': 0.3925923274871214, 'HR@5': 0.46226874391431355}","{'NDCG@5': 0.36208131575588615, 'HR@5': 0.43266707046234604}","{'NDCG@5': 0.3328456287868292, 'HR@5': 0.407567927987998}","{'NDCG@5': 0.29707954580698764, 'HR@5': 0.3697238144867118}","{'NDCG@5': 0.2643869689959067, 'HR@5': 0.3376814437034131}","{'NDCG@5': 0.23006610698696295, 'HR@5': 0.29850223964165734}","{'NDCG@5': 0.20750244272001947, 'HR@5': 0.2738592050352329}","{'NDCG@5': 0.18239123405061142, 'HR@5': 0.24578986841208153}","{'NDCG@5': 0.1350784122648696, 'HR@5': 0.1895611883346961}"
"{'NDCG@5': 0.4218508807009767, 'HR@5': 0.49671146697169}","{'NDCG@5': 0.39136392534932757, 'HR@5': 0.46226874391431355}","{'NDCG@5': 0.36214075003298335, 'HR@5': 0.4334746618211185}","{'NDCG@5': 0.33182085745960943, 'HR@5': 0.4072345390898483}","{'NDCG@5': 0.29709954138361666, 'HR@5': 0.3705054715997916}","{'NDCG@5': 0.26406043158195674, 'HR@5': 0.33689682228324835}","{'NDCG@5': 0.22954745167850124, 'HR@5': 0.29871220604703247}","{'NDCG@5': 0.20803601174963723, 'HR@5': 0.2750906478757611}","{'NDCG@5': 0.18196753312482075, 'HR@5': 0.24592622894934207}","{'NDCG@5': 0.13506206614056449, 'HR@5': 0.19119651131098392}"
"{'NDCG@5': 0.4239791771610484, 'HR@5': 0.49785530454675436}","{'NDCG@5': 0.39294349016109087, 'HR@5': 0.46226874391431355}","{'NDCG@5': 0.36214492401042525, 'HR@5': 0.4318594791035736}","{'NDCG@5': 0.3338523175349669, 'HR@5': 0.4094015669278213}","{'NDCG@5': 0.29767542837512906, 'HR@5': 0.36933298593017194}","{'NDCG@5': 0.2643797702101374, 'HR@5': 0.33650451157316597}","{'NDCG@5': 0.23107074955342702, 'HR@5': 0.2992721164613662}","{'NDCG@5': 0.20844199730315754, 'HR@5': 0.275227474858042}","{'NDCG@5': 0.1827083237771679, 'HR@5': 0.24688075271016569}","{'NDCG@5': 0.13636670679116536, 'HR@5': 0.1911283728536386}"
"{'NDCG@5': 0.4241761808177495, 'HR@5': 0.4987131827280526}","{'NDCG@5': 0.39260358007970864, 'HR@5': 0.46226874391431355}","{'NDCG@5': 0.36265671368180297, 'HR@5': 0.4330708661417323}","{'NDCG@5': 0.3333629854439468, 'HR@5': 0.4082347057842974}","{'NDCG@5': 0.29682161609570396, 'HR@5': 0.3690724335591454}","{'NDCG@5': 0.2639933271918085, 'HR@5': 0.33542565712043937}","{'NDCG@5': 0.23132729109014039, 'HR@5': 0.29969204927211646}","{'NDCG@5': 0.20816493916167553, 'HR@5': 0.2745433399466375}","{'NDCG@5': 0.18229209448936043, 'HR@5': 0.24626713029249336}","{'NDCG@5': 0.13552004603289783, 'HR@5': 0.19024257290814936}"
"{'NDCG@5': 0.42382309665440376, 'HR@5': 0.4955676293966257}","{'NDCG@5': 0.3917085981529645, 'HR@5': 0.45934761441090555}","{'NDCG@5': 0.3634509447474608, 'HR@5': 0.4320613769432667}","{'NDCG@5': 0.3326835416993768, 'HR@5': 0.40590098349724957}","{'NDCG@5': 0.2974219873720383, 'HR@5': 0.36933298593017194}","{'NDCG@5': 0.26349666102751335, 'HR@5': 0.33424872499019226}","{'NDCG@5': 0.23071804208426247, 'HR@5': 0.29871220604703247}","{'NDCG@5': 0.20767308608293988, 'HR@5': 0.27310665663268796}","{'NDCG@5': 0.1819312031638671, 'HR@5': 0.2458580486807118}","{'NDCG@5': 0.13472947565384613, 'HR@5': 0.18860724993186154}"
"{'NDCG@5': 0.4232079956061827, 'HR@5': 0.4947097512153274}","{'NDCG@5': 0.3933331524753218, 'HR@5': 0.4637293086660175}","{'NDCG@5': 0.36161530845951545, 'HR@5': 0.4314556834241874}","{'NDCG@5': 0.3325289108310788, 'HR@5': 0.40656776129354893}","{'NDCG@5': 0.29650280493212067, 'HR@5': 0.36959353830119857}","{'NDCG@5': 0.2640702377347712, 'HR@5': 0.33434680266771283}","{'NDCG@5': 0.23015234794469633, 'HR@5': 0.29808230683090703}","{'NDCG@5': 0.2074230341819015, 'HR@5': 0.27310665663268796}","{'NDCG@5': 0.18127647330215563, 'HR@5': 0.24442626303947637}","{'NDCG@5': 0.13408426546856134, 'HR@5': 0.18867538838920686}"
"{'NDCG@5': 0.42433288071123443, 'HR@5': 0.4955676293966257}","{'NDCG@5': 0.39348692098353755, 'HR@5': 0.4625121713729309}","{'NDCG@5': 0.3624995873522804, 'HR@5': 0.4328689683020392}","{'NDCG@5': 0.33303364086376797, 'HR@5': 0.40606767794632437}","{'NDCG@5': 0.2965330626592939, 'HR@5': 0.3690724335591454}","{'NDCG@5': 0.2648538446172637, 'HR@5': 0.3352295017653982}","{'NDCG@5': 0.23182205894029617, 'HR@5': 0.2999020156774916}","{'NDCG@5': 0.20800190926222872, 'HR@5': 0.27310665663268796}","{'NDCG@5': 0.18202443612050495, 'HR@5': 0.24544896706893024}","{'NDCG@5': 0.1351846578383785, 'HR@5': 0.18860724993186154}"
"{'NDCG@5': 0.42217309249738266, 'HR@5': 0.4924220760651987}","{'NDCG@5': 0.3904738948929539, 'HR@5': 0.45934761441090555}","{'NDCG@5': 0.3619387431384408, 'HR@5': 0.43125378558449423}","{'NDCG@5': 0.3327725555723629, 'HR@5': 0.40656776129354893}","{'NDCG@5': 0.29605650534539424, 'HR@5': 0.36855132881709224}","{'NDCG@5': 0.2637934907809051, 'HR@5': 0.3344448803452334}","{'NDCG@5': 0.23049732779465112, 'HR@5': 0.2980123180291153}","{'NDCG@5': 0.20755165403347028, 'HR@5': 0.27379079154409247}","{'NDCG@5': 0.18175227259389337, 'HR@5': 0.2445626235767369}","{'NDCG@5': 0.13503001042338308, 'HR@5': 0.1885391114745162}"
"{'NDCG@5': 0.424063667194646, 'HR@5': 0.49299399485273093}","{'NDCG@5': 0.39229124479098376, 'HR@5': 0.4608081791626095}","{'NDCG@5': 0.3624687234786293, 'HR@5': 0.4320613769432667}","{'NDCG@5': 0.3333121462659515, 'HR@5': 0.405400900150025}","{'NDCG@5': 0.29649487365504623, 'HR@5': 0.36855132881709224}","{'NDCG@5': 0.2642664768343081, 'HR@5': 0.3352295017653982}","{'NDCG@5': 0.23104196576733277, 'HR@5': 0.2989921612541993}","{'NDCG@5': 0.20831553140447875, 'HR@5': 0.27351713757953067}","{'NDCG@5': 0.182240754084206, 'HR@5': 0.24524442626303947}","{'NDCG@5': 0.13528534428687425, 'HR@5': 0.1890160806759335}"
"{'NDCG@5': 0.42392408266703946, 'HR@5': 0.49299399485273093}","{'NDCG@5': 0.3920058493360106, 'HR@5': 0.46007789678675753}","{'NDCG@5': 0.3643425134889148, 'HR@5': 0.43387845750050474}","{'NDCG@5': 0.33464286261319215, 'HR@5': 0.40790131688614767}","{'NDCG@5': 0.2975686247350273, 'HR@5': 0.3701146430432517}","{'NDCG@5': 0.265807536085645, 'HR@5': 0.33728913299333074}","{'NDCG@5': 0.23253343725598588, 'HR@5': 0.3002519596864502}","{'NDCG@5': 0.2094232081896181, 'HR@5': 0.2750906478757611}","{'NDCG@5': 0.18276783781453834, 'HR@5': 0.24531260653166972}","{'NDCG@5': 0.13572544266135547, 'HR@5': 0.18976560370673207}"
"{'NDCG@5': 0.423749057160927, 'HR@5': 0.49185015727766657}","{'NDCG@5': 0.39478580117482087, 'HR@5': 0.46299902629016554}","{'NDCG@5': 0.3634997385536319, 'HR@5': 0.43125378558449423}","{'NDCG@5': 0.3349685156754238, 'HR@5': 0.4064010668444741}","{'NDCG@5': 0.29839334608093976, 'HR@5': 0.37063574778530484}","{'NDCG@5': 0.26700643232782706, 'HR@5': 0.3381718320910161}","{'NDCG@5': 0.2336757564051302, 'HR@5': 0.3014417693169093}","{'NDCG@5': 0.21070144869945323, 'HR@5': 0.27570636929602516}","{'NDCG@5': 0.1836642707419436, 'HR@5': 0.24510806572577895}","{'NDCG@5': 0.13637854395309673, 'HR@5': 0.18887980376124286}"
"{'NDCG@5': 0.42369944657984093, 'HR@5': 0.493279954246497}","{'NDCG@5': 0.3933482745994928, 'HR@5': 0.4608081791626095}","{'NDCG@5': 0.36409419758678196, 'HR@5': 0.43408035534019784}","{'NDCG@5': 0.3344006892717757, 'HR@5': 0.407567927987998}","{'NDCG@5': 0.2970946161330538, 'HR@5': 0.36933298593017194}","{'NDCG@5': 0.26582758410911633, 'HR@5': 0.3369948999607689}","{'NDCG@5': 0.23332195215269086, 'HR@5': 0.30067189249720044}","{'NDCG@5': 0.20932762587678258, 'HR@5': 0.2742696859820757}","{'NDCG@5': 0.18320931631038698, 'HR@5': 0.24442626303947637}","{'NDCG@5': 0.13516531832695342, 'HR@5': 0.18799400381575362}"
"{'NDCG@5': 0.4246196218090956, 'HR@5': 0.49413783242779524}","{'NDCG@5': 0.3944797797271518, 'HR@5': 0.46324245374878287}","{'NDCG@5': 0.3647684290380095, 'HR@5': 0.43387845750050474}","{'NDCG@5': 0.3346289057947906, 'HR@5': 0.40773462243707287}","{'NDCG@5': 0.29992323554373496, 'HR@5': 0.37272016675351743}","{'NDCG@5': 0.26775607639992494, 'HR@5': 0.33885837583366024}","{'NDCG@5': 0.23396010103763082, 'HR@5': 0.3014417693169093}","{'NDCG@5': 0.21049466686597126, 'HR@5': 0.27474858042005884}","{'NDCG@5': 0.1847526706181687, 'HR@5': 0.24660803163564465}","{'NDCG@5': 0.1365446852557255, 'HR@5': 0.18969746524938674}"
"{'NDCG@5': 0.42340702933870084, 'HR@5': 0.49413783242779524}","{'NDCG@5': 0.3933606084998005, 'HR@5': 0.46105160662122685}","{'NDCG@5': 0.3648415618887952, 'HR@5': 0.434282253179891}","{'NDCG@5': 0.33421189887749847, 'HR@5': 0.4069011501916986}","{'NDCG@5': 0.2988994821257993, 'HR@5': 0.37076602397081815}","{'NDCG@5': 0.2669887921129303, 'HR@5': 0.33866222047861905}","{'NDCG@5': 0.23300270739781684, 'HR@5': 0.30011198208286677}","{'NDCG@5': 0.21071739845809168, 'HR@5': 0.27618526373400837}","{'NDCG@5': 0.18478531255867653, 'HR@5': 0.24647167109838414}","{'NDCG@5': 0.13675569365819515, 'HR@5': 0.19058326519487598}"
"{'NDCG@5': 0.4228187115579947, 'HR@5': 0.49385187303402917}","{'NDCG@5': 0.3914396885108712, 'HR@5': 0.4608081791626095}","{'NDCG@5': 0.36488739609809495, 'HR@5': 0.4356955380577428}","{'NDCG@5': 0.33298083124770483, 'HR@5': 0.40523420570095015}","{'NDCG@5': 0.29682379872172276, 'HR@5': 0.36985409067222513}","{'NDCG@5': 0.26590062731240716, 'HR@5': 0.3369948999607689}","{'NDCG@5': 0.2327290722299836, 'HR@5': 0.3004619260918253}","{'NDCG@5': 0.20894275978092397, 'HR@5': 0.2731750701238284}","{'NDCG@5': 0.1837037579621182, 'HR@5': 0.24524442626303947}","{'NDCG@5': 0.13580023908116085, 'HR@5': 0.18935677296266012}"
"{'NDCG@5': 0.4219396217960513, 'HR@5': 0.49185015727766657}","{'NDCG@5': 0.39228376856382696, 'HR@5': 0.4608081791626095}","{'NDCG@5': 0.36312945918766526, 'HR@5': 0.4316575812638805}","{'NDCG@5': 0.33317814028061365, 'HR@5': 0.40340056676112684}","{'NDCG@5': 0.2973298265068193, 'HR@5': 0.3680302240750391}","{'NDCG@5': 0.2661921772511975, 'HR@5': 0.3373872106708513}","{'NDCG@5': 0.23305053738523257, 'HR@5': 0.2998320268756999}","{'NDCG@5': 0.2095434923095072, 'HR@5': 0.2739276185263734}","{'NDCG@5': 0.184248283093767, 'HR@5': 0.24463080384536715}","{'NDCG@5': 0.1362306814033945, 'HR@5': 0.1895611883346961}"
"{'NDCG@5': 0.42333659872210194, 'HR@5': 0.493279954246497}","{'NDCG@5': 0.39159209267298944, 'HR@5': 0.46032132424537486}","{'NDCG@5': 0.36384995688358224, 'HR@5': 0.43408035534019784}","{'NDCG@5': 0.33346255709151734, 'HR@5': 0.4045674279046508}","{'NDCG@5': 0.2980300856267217, 'HR@5': 0.36946326211568525}","{'NDCG@5': 0.26718248187888477, 'HR@5': 0.3375833660258925}","{'NDCG@5': 0.23372204242012415, 'HR@5': 0.30109182530795076}","{'NDCG@5': 0.21001927930765724, 'HR@5': 0.27433809947321613}","{'NDCG@5': 0.1841697207195174, 'HR@5': 0.2455171473375605}","{'NDCG@5': 0.13676791759735038, 'HR@5': 0.18997001907876807}"
"{'NDCG@5': 0.4229701191897264, 'HR@5': 0.4927080354589648}","{'NDCG@5': 0.391315216405707, 'HR@5': 0.4605647517039922}","{'NDCG@5': 0.36398806866568517, 'HR@5': 0.4344841510195841}","{'NDCG@5': 0.3338480932499682, 'HR@5': 0.40590098349724957}","{'NDCG@5': 0.298696653691532, 'HR@5': 0.3721990620114643}","{'NDCG@5': 0.2670598329210321, 'HR@5': 0.33807375441349546}","{'NDCG@5': 0.2346866377279368, 'HR@5': 0.3020716685330347}","{'NDCG@5': 0.21040802435142927, 'HR@5': 0.275227474858042}","{'NDCG@5': 0.1848919148906937, 'HR@5': 0.24599440921797233}","{'NDCG@5': 0.1367210967700843, 'HR@5': 0.1906514036522213}"
"{'NDCG@5': 0.42306953966667515, 'HR@5': 0.4924220760651987}","{'NDCG@5': 0.39269974816937087, 'HR@5': 0.46007789678675753}","{'NDCG@5': 0.3636555992162194, 'HR@5': 0.4332727639814254}","{'NDCG@5': 0.33305659367947626, 'HR@5': 0.4044007334555759}","{'NDCG@5': 0.2980615325764319, 'HR@5': 0.37063574778530484}","{'NDCG@5': 0.2672234030321221, 'HR@5': 0.3383679874460573}","{'NDCG@5': 0.23439608300134115, 'HR@5': 0.30165173572228443}","{'NDCG@5': 0.21062443262890984, 'HR@5': 0.2746801669289184}","{'NDCG@5': 0.1844927172808424, 'HR@5': 0.24524442626303947}","{'NDCG@5': 0.13623608896660513, 'HR@5': 0.18962932679204142}"
"{'NDCG@5': 0.42252864081530994, 'HR@5': 0.49185015727766657}","{'NDCG@5': 0.3912487271186991, 'HR@5': 0.4608081791626095}","{'NDCG@5': 0.364714830318039, 'HR@5': 0.4348879466989703}","{'NDCG@5': 0.33212592072045655, 'HR@5': 0.40423403900650107}","{'NDCG@5': 0.29772620264318017, 'HR@5': 0.36985409067222513}","{'NDCG@5': 0.2672292346327993, 'HR@5': 0.33885837583366024}","{'NDCG@5': 0.23403753147842568, 'HR@5': 0.30109182530795076}","{'NDCG@5': 0.20918715799847495, 'HR@5': 0.27310665663268796}","{'NDCG@5': 0.18374017423775724, 'HR@5': 0.2445626235767369}","{'NDCG@5': 0.1360356375962488, 'HR@5': 0.18894794221858818}"
"{'NDCG@5': 0.42271517973212724, 'HR@5': 0.4924220760651987}","{'NDCG@5': 0.39199198959023285, 'HR@5': 0.45934761441090555}","{'NDCG@5': 0.36425254859504735, 'HR@5': 0.4344841510195841}","{'NDCG@5': 0.333700049003519, 'HR@5': 0.40340056676112684}","{'NDCG@5': 0.2982410601988053, 'HR@5': 0.3697238144867118}","{'NDCG@5': 0.2679577021729301, 'HR@5': 0.33895645351118087}","{'NDCG@5': 0.2342819380577565, 'HR@5': 0.3015817469204927}","{'NDCG@5': 0.21059309725161837, 'HR@5': 0.27447492645549704}","{'NDCG@5': 0.18433875660051008, 'HR@5': 0.24442626303947637}","{'NDCG@5': 0.13644644330546707, 'HR@5': 0.18942491142000545}"
"{'NDCG@5': 0.4232161140406733, 'HR@5': 0.49299399485273093}","{'NDCG@5': 0.39230925677802814, 'HR@5': 0.4605647517039922}","{'NDCG@5': 0.363899928127138, 'HR@5': 0.43508984453866345}","{'NDCG@5': 0.33336459951497494, 'HR@5': 0.40423403900650107}","{'NDCG@5': 0.29860388419860784, 'HR@5': 0.3699843668577384}","{'NDCG@5': 0.2676490155109504, 'HR@5': 0.3381718320910161}","{'NDCG@5': 0.23400541845912573, 'HR@5': 0.3013717805151176}","{'NDCG@5': 0.21014878891508706, 'HR@5': 0.273722378052952}","{'NDCG@5': 0.18448988280999898, 'HR@5': 0.24490352491988818}","{'NDCG@5': 0.13619808259023963, 'HR@5': 0.18935677296266012}"
"{'NDCG@5': 0.4230566983530946, 'HR@5': 0.4924220760651987}","{'NDCG@5': 0.3920733308462209, 'HR@5': 0.4591041869522882}","{'NDCG@5': 0.363452732159595, 'HR@5': 0.4316575812638805}","{'NDCG@5': 0.3318899087108806, 'HR@5': 0.40190031671945325}","{'NDCG@5': 0.29807877505445485, 'HR@5': 0.3692027097446587}","{'NDCG@5': 0.2675379040888538, 'HR@5': 0.3373872106708513}","{'NDCG@5': 0.23297770678737306, 'HR@5': 0.2999720044792833}","{'NDCG@5': 0.21033964066467323, 'HR@5': 0.273722378052952}","{'NDCG@5': 0.18442758675202578, 'HR@5': 0.24524442626303947}","{'NDCG@5': 0.1355728410440923, 'HR@5': 0.18806214227309895}"
