test0,test1,test2,test3,test4,test5,test6,test7,test8,test9
"{'NDCG@5': 0.4184857690951761, 'HR@5': 0.493279954246497}","{'NDCG@5': 0.39310510636197, 'HR@5': 0.46932814021421615}","{'NDCG@5': 0.36148792997082374, 'HR@5': 0.4403391883706844}","{'NDCG@5': 0.32916821140333924, 'HR@5': 0.4020670111685281}","{'NDCG@5': 0.2921369822104659, 'HR@5': 0.3675091193329859}","{'NDCG@5': 0.2615395929321663, 'HR@5': 0.3408199293840722}","{'NDCG@5': 0.22934374939868596, 'HR@5': 0.30536114221724525}","{'NDCG@5': 0.20726152794810487, 'HR@5': 0.2794691113087501}","{'NDCG@5': 0.17890520330967144, 'HR@5': 0.2458580486807118}","{'NDCG@5': 0.13193548208308664, 'HR@5': 0.18826655764513492}"
"{'NDCG@5': 0.41896761122115117, 'HR@5': 0.49413783242779524}","{'NDCG@5': 0.3942094447249219, 'HR@5': 0.4698149951314508}","{'NDCG@5': 0.3622274683357702, 'HR@5': 0.44134867756915}","{'NDCG@5': 0.3296163492493573, 'HR@5': 0.403233872312052}","{'NDCG@5': 0.2919945415934878, 'HR@5': 0.3676393955184992}","{'NDCG@5': 0.2623816594258669, 'HR@5': 0.34140839544919577}","{'NDCG@5': 0.22987977089674044, 'HR@5': 0.3059210526315789}","{'NDCG@5': 0.20725808672535134, 'HR@5': 0.2785797359239242}","{'NDCG@5': 0.17869463609656805, 'HR@5': 0.2450398854571487}","{'NDCG@5': 0.13212278817994078, 'HR@5': 0.18813028073044427}"
"{'NDCG@5': 0.421208177135359, 'HR@5': 0.49585358879039176}","{'NDCG@5': 0.39546265086305055, 'HR@5': 0.47054527750730285}","{'NDCG@5': 0.3621739844903639, 'HR@5': 0.43932969917221887}","{'NDCG@5': 0.3314414139351141, 'HR@5': 0.4035672612102017}","{'NDCG@5': 0.2930466192113988, 'HR@5': 0.3677696717040125}","{'NDCG@5': 0.2635407331174542, 'HR@5': 0.34160455080423696}","{'NDCG@5': 0.23103839566439918, 'HR@5': 0.3068309070548712}","{'NDCG@5': 0.20807025562602016, 'HR@5': 0.27919545734418827}","{'NDCG@5': 0.17982961593792032, 'HR@5': 0.2461989500238631}","{'NDCG@5': 0.13235134218367806, 'HR@5': 0.1877214499863723}"
"{'NDCG@5': 0.4207146893566657, 'HR@5': 0.49699742636545613}","{'NDCG@5': 0.39607252610155186, 'HR@5': 0.4727361246348588}","{'NDCG@5': 0.3619893136496473, 'HR@5': 0.4403391883706844}","{'NDCG@5': 0.3309114901916692, 'HR@5': 0.40373395565927656}","{'NDCG@5': 0.29250667870366914, 'HR@5': 0.3676393955184992}","{'NDCG@5': 0.26351413164540327, 'HR@5': 0.3430757159670459}","{'NDCG@5': 0.23036789327601626, 'HR@5': 0.3057810750279955}","{'NDCG@5': 0.20764501696004514, 'HR@5': 0.2784429089416433}","{'NDCG@5': 0.1793126611352382, 'HR@5': 0.2450398854571487}","{'NDCG@5': 0.13196318012367964, 'HR@5': 0.18778958844371763}"
"{'NDCG@5': 0.4216970516413576, 'HR@5': 0.4972833857592222}","{'NDCG@5': 0.39606932790064825, 'HR@5': 0.47151898734177217}","{'NDCG@5': 0.3626635341429897, 'HR@5': 0.4423581667676156}","{'NDCG@5': 0.331189978269136, 'HR@5': 0.4050675112518753}","{'NDCG@5': 0.29233620978002367, 'HR@5': 0.36685773840541946}","{'NDCG@5': 0.26380691415758645, 'HR@5': 0.34219301686936054}","{'NDCG@5': 0.23043429674949667, 'HR@5': 0.3046612541993281}","{'NDCG@5': 0.20783995984909126, 'HR@5': 0.2781692549770815}","{'NDCG@5': 0.17993088676354346, 'HR@5': 0.2460625894866026}","{'NDCG@5': 0.13198953602501293, 'HR@5': 0.18758517307168165}"
"{'NDCG@5': 0.4206819645583778, 'HR@5': 0.49499571060909353}","{'NDCG@5': 0.395491016221286, 'HR@5': 0.4707887049659202}","{'NDCG@5': 0.36388725017122264, 'HR@5': 0.4433676559660812}","{'NDCG@5': 0.33195114679522386, 'HR@5': 0.4064010668444741}","{'NDCG@5': 0.2938120257529751, 'HR@5': 0.3697238144867118}","{'NDCG@5': 0.26410613121110876, 'HR@5': 0.34238917222440174}","{'NDCG@5': 0.23126643831412758, 'HR@5': 0.3061310190369541}","{'NDCG@5': 0.20803060509225463, 'HR@5': 0.2789902168707669}","{'NDCG@5': 0.1804541481682473, 'HR@5': 0.24763073566509852}","{'NDCG@5': 0.13262570713246696, 'HR@5': 0.1884709730171709}"
"{'NDCG@5': 0.42122086379529156, 'HR@5': 0.4955676293966257}","{'NDCG@5': 0.3963900507256989, 'HR@5': 0.4720058422590068}","{'NDCG@5': 0.363962124171471, 'HR@5': 0.4421562689279225}","{'NDCG@5': 0.33323650002084004, 'HR@5': 0.40656776129354893}","{'NDCG@5': 0.2937679864687991, 'HR@5': 0.3690724335591454}","{'NDCG@5': 0.2642304359033061, 'HR@5': 0.3426834052569635}","{'NDCG@5': 0.23127009259992945, 'HR@5': 0.3058510638297872}","{'NDCG@5': 0.2086352716794158, 'HR@5': 0.2795375247998905}","{'NDCG@5': 0.17998382994259687, 'HR@5': 0.24722165405331697}","{'NDCG@5': 0.13258872383473977, 'HR@5': 0.18840283455982557}"
"{'NDCG@5': 0.4216674721142063, 'HR@5': 0.4947097512153274}","{'NDCG@5': 0.3975736883084418, 'HR@5': 0.47054527750730285}","{'NDCG@5': 0.3652618705394203, 'HR@5': 0.4411467797294569}","{'NDCG@5': 0.33272089841556163, 'HR@5': 0.403233872312052}","{'NDCG@5': 0.29318307544232264, 'HR@5': 0.3667274622199062}","{'NDCG@5': 0.26423455682813357, 'HR@5': 0.3418987838367987}","{'NDCG@5': 0.2311257403949658, 'HR@5': 0.30382138857782753}","{'NDCG@5': 0.20824894179732192, 'HR@5': 0.2774167065745365}","{'NDCG@5': 0.1800628567402153, 'HR@5': 0.2451762459944092}","{'NDCG@5': 0.13197835502879218, 'HR@5': 0.1863586808394658}"
"{'NDCG@5': 0.42208434393176325, 'HR@5': 0.4947097512153274}","{'NDCG@5': 0.3987024352245924, 'HR@5': 0.4724926971762415}","{'NDCG@5': 0.36620917396989344, 'HR@5': 0.44316575812638803}","{'NDCG@5': 0.33330670829324016, 'HR@5': 0.4062343723953992}","{'NDCG@5': 0.2948343440911307, 'HR@5': 0.36959353830119857}","{'NDCG@5': 0.26482691593204866, 'HR@5': 0.3436641820321695}","{'NDCG@5': 0.2324955613241698, 'HR@5': 0.3060610302351624}","{'NDCG@5': 0.2090679614206774, 'HR@5': 0.27892180337962647}","{'NDCG@5': 0.17966183470111055, 'HR@5': 0.24592622894934207}","{'NDCG@5': 0.1327450486146276, 'HR@5': 0.18792586535840827}"
"{'NDCG@5': 0.4216677818076265, 'HR@5': 0.49499571060909353}","{'NDCG@5': 0.3976319729408617, 'HR@5': 0.47030185004868547}","{'NDCG@5': 0.36390269544147086, 'HR@5': 0.4407429840500707}","{'NDCG@5': 0.33306616197473515, 'HR@5': 0.40523420570095015}","{'NDCG@5': 0.2931745892267837, 'HR@5': 0.36724856696195934}","{'NDCG@5': 0.2642352273334072, 'HR@5': 0.34219301686936054}","{'NDCG@5': 0.23159438838413693, 'HR@5': 0.3048012318029115}","{'NDCG@5': 0.20879491844734363, 'HR@5': 0.27775877403023874}","{'NDCG@5': 0.18042897595382684, 'HR@5': 0.24599440921797233}","{'NDCG@5': 0.1332375429317753, 'HR@5': 0.18785772690106295}"
"{'NDCG@5': 0.4214849998851792, 'HR@5': 0.493279954246497}","{'NDCG@5': 0.3990049697046277, 'HR@5': 0.47127555988315484}","{'NDCG@5': 0.36517125522784655, 'HR@5': 0.4403391883706844}","{'NDCG@5': 0.3342163042549426, 'HR@5': 0.4040673445574262}","{'NDCG@5': 0.29456047412266423, 'HR@5': 0.3675091193329859}","{'NDCG@5': 0.26424668165570336, 'HR@5': 0.3420949391918399}","{'NDCG@5': 0.23199329522665818, 'HR@5': 0.3055711086226204}","{'NDCG@5': 0.20843143470451553, 'HR@5': 0.27693781213655333}","{'NDCG@5': 0.18012006016695908, 'HR@5': 0.24538078680029998}","{'NDCG@5': 0.13284933000286078, 'HR@5': 0.18601798855273916}"
"{'NDCG@5': 0.42175549683657654, 'HR@5': 0.4935659136402631}","{'NDCG@5': 0.3987095160046131, 'HR@5': 0.4720058422590068}","{'NDCG@5': 0.36476482306843827, 'HR@5': 0.4403391883706844}","{'NDCG@5': 0.3347007322679436, 'HR@5': 0.40523420570095015}","{'NDCG@5': 0.2945452422732793, 'HR@5': 0.3690724335591454}","{'NDCG@5': 0.26439340333859795, 'HR@5': 0.3412122400941546}","{'NDCG@5': 0.23221583032678714, 'HR@5': 0.3059210526315789}","{'NDCG@5': 0.20870107350092904, 'HR@5': 0.27748512006567694}","{'NDCG@5': 0.1805592392998866, 'HR@5': 0.24633531056112362}","{'NDCG@5': 0.1336776168773014, 'HR@5': 0.18778958844371763}"
"{'NDCG@5': 0.42119308437475295, 'HR@5': 0.4924220760651987}","{'NDCG@5': 0.39949934522693104, 'HR@5': 0.4717624148003895}","{'NDCG@5': 0.36560609635632335, 'HR@5': 0.4415505754088431}","{'NDCG@5': 0.335580190666862, 'HR@5': 0.4064010668444741}","{'NDCG@5': 0.295318823441142, 'HR@5': 0.3690724335591454}","{'NDCG@5': 0.2656547592445972, 'HR@5': 0.3428795606120047}","{'NDCG@5': 0.23298550667408344, 'HR@5': 0.3067609182530795}","{'NDCG@5': 0.2098304083381824, 'HR@5': 0.27905863036190737}","{'NDCG@5': 0.18037877435214097, 'HR@5': 0.24613076975523285}","{'NDCG@5': 0.13360257062602124, 'HR@5': 0.18778958844371763}"
"{'NDCG@5': 0.4222877682452545, 'HR@5': 0.4935659136402631}","{'NDCG@5': 0.40087422055210925, 'HR@5': 0.47322297955209347}","{'NDCG@5': 0.368221227443723, 'HR@5': 0.4425600646073087}","{'NDCG@5': 0.336919485415919, 'HR@5': 0.40740123353892316}","{'NDCG@5': 0.2954935597431699, 'HR@5': 0.3684210526315789}","{'NDCG@5': 0.2656813761006325, 'HR@5': 0.34199686151431935}","{'NDCG@5': 0.23367409585871815, 'HR@5': 0.3057110862262038}","{'NDCG@5': 0.2108555406266653, 'HR@5': 0.2783060819593624}","{'NDCG@5': 0.1811277118426471, 'HR@5': 0.24599440921797233}","{'NDCG@5': 0.13474001487776333, 'HR@5': 0.18806214227309895}"
"{'NDCG@5': 0.4225640741302088, 'HR@5': 0.4944237918215613}","{'NDCG@5': 0.3999145022791299, 'HR@5': 0.4724926971762415}","{'NDCG@5': 0.36543077394720186, 'HR@5': 0.43912780133252577}","{'NDCG@5': 0.3348914070776869, 'HR@5': 0.4057342890481747}","{'NDCG@5': 0.2941607792113075, 'HR@5': 0.3667274622199062}","{'NDCG@5': 0.264967352538252, 'HR@5': 0.34160455080423696}","{'NDCG@5': 0.23310930661173435, 'HR@5': 0.30550111982082867}","{'NDCG@5': 0.2092552359120294, 'HR@5': 0.27707463911883423}","{'NDCG@5': 0.18022444935867835, 'HR@5': 0.24647167109838414}","{'NDCG@5': 0.13331886909115345, 'HR@5': 0.18601798855273916}"
"{'NDCG@5': 0.42244260823684626, 'HR@5': 0.4944237918215613}","{'NDCG@5': 0.39874164500943987, 'HR@5': 0.4717624148003895}","{'NDCG@5': 0.3649680181074643, 'HR@5': 0.4399353926912982}","{'NDCG@5': 0.33267650855816183, 'HR@5': 0.40373395565927656}","{'NDCG@5': 0.29282327432420807, 'HR@5': 0.3677696717040125}","{'NDCG@5': 0.2638901385683176, 'HR@5': 0.3407218517065516}","{'NDCG@5': 0.23148092599902462, 'HR@5': 0.3045912653975364}","{'NDCG@5': 0.2090970915860815, 'HR@5': 0.2784429089416433}","{'NDCG@5': 0.17901940609586334, 'HR@5': 0.24476716438262766}","{'NDCG@5': 0.1332058072337057, 'HR@5': 0.1869037884982284}"
"{'NDCG@5': 0.4247994077710059, 'HR@5': 0.4955676293966257}","{'NDCG@5': 0.39961540386504996, 'HR@5': 0.47054527750730285}","{'NDCG@5': 0.3670455247656661, 'HR@5': 0.4403391883706844}","{'NDCG@5': 0.335109952183208, 'HR@5': 0.40556759459909986}","{'NDCG@5': 0.294141405626206, 'HR@5': 0.3671182907764461}","{'NDCG@5': 0.26485472479749517, 'HR@5': 0.3398391526088662}","{'NDCG@5': 0.23381307808979737, 'HR@5': 0.3060610302351624}","{'NDCG@5': 0.2106554895196122, 'HR@5': 0.278853389888486}","{'NDCG@5': 0.18069521431929483, 'HR@5': 0.24558532760619076}","{'NDCG@5': 0.1350659736570624, 'HR@5': 0.18813028073044427}"
"{'NDCG@5': 0.4236623526778254, 'HR@5': 0.49585358879039176}","{'NDCG@5': 0.4001936838853393, 'HR@5': 0.4727361246348588}","{'NDCG@5': 0.3657119027058066, 'HR@5': 0.43973349485160507}","{'NDCG@5': 0.33539516486125037, 'HR@5': 0.40473412235372563}","{'NDCG@5': 0.2942212806122836, 'HR@5': 0.3665971860343929}","{'NDCG@5': 0.2656375514662347, 'HR@5': 0.3420949391918399}","{'NDCG@5': 0.2332189829041088, 'HR@5': 0.3061310190369541}","{'NDCG@5': 0.20981958477000512, 'HR@5': 0.2768009851542724}","{'NDCG@5': 0.17969992763576673, 'HR@5': 0.24428990250221586}","{'NDCG@5': 0.13420367929474147, 'HR@5': 0.1863586808394658}"
"{'NDCG@5': 0.4242452084089784, 'HR@5': 0.4955676293966257}","{'NDCG@5': 0.39961699365973197, 'HR@5': 0.4734664070107108}","{'NDCG@5': 0.3668750634222609, 'HR@5': 0.4411467797294569}","{'NDCG@5': 0.33523556891156614, 'HR@5': 0.4057342890481747}","{'NDCG@5': 0.29515560697426646, 'HR@5': 0.3688118811881188}","{'NDCG@5': 0.26597013377881323, 'HR@5': 0.34238917222440174}","{'NDCG@5': 0.23328394446119088, 'HR@5': 0.3067609182530795}","{'NDCG@5': 0.20978890581093967, 'HR@5': 0.27810084148594105}","{'NDCG@5': 0.17977090765943363, 'HR@5': 0.24442626303947637}","{'NDCG@5': 0.13431609366424635, 'HR@5': 0.1871763423276097}"
"{'NDCG@5': 0.4256281556380692, 'HR@5': 0.4952816700028596}","{'NDCG@5': 0.3995862968675029, 'HR@5': 0.4720058422590068}","{'NDCG@5': 0.36810631380310926, 'HR@5': 0.4425600646073087}","{'NDCG@5': 0.33635332379924165, 'HR@5': 0.4064010668444741}","{'NDCG@5': 0.29587333958273715, 'HR@5': 0.36816050026055236}","{'NDCG@5': 0.26625678778030404, 'HR@5': 0.34180070615927816}","{'NDCG@5': 0.23434399884729404, 'HR@5': 0.3083706606942889}","{'NDCG@5': 0.2111808042892314, 'HR@5': 0.2783060819593624}","{'NDCG@5': 0.18086230568396622, 'HR@5': 0.24538078680029998}","{'NDCG@5': 0.13500883189543544, 'HR@5': 0.18738075769964568}"
"{'NDCG@5': 0.4245957764791312, 'HR@5': 0.49385187303402917}","{'NDCG@5': 0.399615555252062, 'HR@5': 0.4720058422590068}","{'NDCG@5': 0.3681723084866471, 'HR@5': 0.4409448818897638}","{'NDCG@5': 0.33705258773747454, 'HR@5': 0.40656776129354893}","{'NDCG@5': 0.2966387128695574, 'HR@5': 0.3699843668577384}","{'NDCG@5': 0.2666622033563516, 'HR@5': 0.34150647312671634}","{'NDCG@5': 0.23476853253389143, 'HR@5': 0.3078107502799552}","{'NDCG@5': 0.21142665024639706, 'HR@5': 0.2784429089416433}","{'NDCG@5': 0.18155891269718474, 'HR@5': 0.24565350787482101}","{'NDCG@5': 0.13599206834978428, 'HR@5': 0.18894794221858818}"
"{'NDCG@5': 0.4246763040882855, 'HR@5': 0.49613954818415784}","{'NDCG@5': 0.4002968205106103, 'HR@5': 0.4707887049659202}","{'NDCG@5': 0.36868792792070076, 'HR@5': 0.4417524732485362}","{'NDCG@5': 0.33627758740180375, 'HR@5': 0.4057342890481747}","{'NDCG@5': 0.2958464847885752, 'HR@5': 0.3692027097446587}","{'NDCG@5': 0.26659627336178826, 'HR@5': 0.34199686151431935}","{'NDCG@5': 0.23496788666056695, 'HR@5': 0.3077407614781635}","{'NDCG@5': 0.21156635523704198, 'HR@5': 0.2794691113087501}","{'NDCG@5': 0.1816548162704501, 'HR@5': 0.24558532760619076}","{'NDCG@5': 0.13587675575532673, 'HR@5': 0.18860724993186154}"
"{'NDCG@5': 0.4244475641227131, 'HR@5': 0.49613954818415784}","{'NDCG@5': 0.39917455074595315, 'HR@5': 0.47151898734177217}","{'NDCG@5': 0.3697820096147677, 'HR@5': 0.4415505754088431}","{'NDCG@5': 0.33589710647706583, 'HR@5': 0.40523420570095015}","{'NDCG@5': 0.2963957555227302, 'HR@5': 0.36933298593017194}","{'NDCG@5': 0.2657219805650944, 'HR@5': 0.3408199293840722}","{'NDCG@5': 0.23552021585031993, 'HR@5': 0.3079507278835386}","{'NDCG@5': 0.21197067187687282, 'HR@5': 0.27994800574673323}","{'NDCG@5': 0.18250110631974853, 'HR@5': 0.24708529351605646}","{'NDCG@5': 0.1365244155941771, 'HR@5': 0.18942491142000545}"
"{'NDCG@5': 0.4233545703663049, 'HR@5': 0.49185015727766657}","{'NDCG@5': 0.40098669875406895, 'HR@5': 0.4710321324245375}","{'NDCG@5': 0.36976178121018155, 'HR@5': 0.44134867756915}","{'NDCG@5': 0.3360145188329892, 'HR@5': 0.403233872312052}","{'NDCG@5': 0.2966467284066889, 'HR@5': 0.36868160500260555}","{'NDCG@5': 0.26479567013096256, 'HR@5': 0.339642997253825}","{'NDCG@5': 0.2340607578458704, 'HR@5': 0.3060610302351624}","{'NDCG@5': 0.21094642810384787, 'HR@5': 0.2776903605390983}","{'NDCG@5': 0.1816332884860792, 'HR@5': 0.24544896706893024}","{'NDCG@5': 0.1354604230684189, 'HR@5': 0.1871763423276097}"
"{'NDCG@5': 0.4248129656503528, 'HR@5': 0.49413783242779524}","{'NDCG@5': 0.39855964948246747, 'HR@5': 0.4707887049659202}","{'NDCG@5': 0.36980471820316857, 'HR@5': 0.44296386028669493}","{'NDCG@5': 0.3357951820080793, 'HR@5': 0.4040673445574262}","{'NDCG@5': 0.29589809259345057, 'HR@5': 0.36868160500260555}","{'NDCG@5': 0.26461665156532665, 'HR@5': 0.33993723028638684}","{'NDCG@5': 0.2342111399420524, 'HR@5': 0.30648096304591266}","{'NDCG@5': 0.21049141825331114, 'HR@5': 0.27748512006567694}","{'NDCG@5': 0.18118457371109295, 'HR@5': 0.24531260653166972}","{'NDCG@5': 0.13505435834485302, 'HR@5': 0.18683565004088307}"
"{'NDCG@5': 0.4248202651901644, 'HR@5': 0.49385187303402917}","{'NDCG@5': 0.40046526446548797, 'HR@5': 0.4720058422590068}","{'NDCG@5': 0.37064913916731657, 'HR@5': 0.44276196244700183}","{'NDCG@5': 0.3358772516519945, 'HR@5': 0.4040673445574262}","{'NDCG@5': 0.29762659069994496, 'HR@5': 0.37154768108389785}","{'NDCG@5': 0.264935698949593, 'HR@5': 0.339642997253825}","{'NDCG@5': 0.23519508178189202, 'HR@5': 0.3068309070548712}","{'NDCG@5': 0.21183127261324092, 'HR@5': 0.2783060819593624}","{'NDCG@5': 0.1826078479239432, 'HR@5': 0.24708529351605646}","{'NDCG@5': 0.13568658317418572, 'HR@5': 0.18785772690106295}"
"{'NDCG@5': 0.4241363864488542, 'HR@5': 0.49413783242779524}","{'NDCG@5': 0.4002867242470766, 'HR@5': 0.4724926971762415}","{'NDCG@5': 0.36960415436968547, 'HR@5': 0.4415505754088431}","{'NDCG@5': 0.33626565320267876, 'HR@5': 0.4025670945157526}","{'NDCG@5': 0.29731409395176156, 'HR@5': 0.3699843668577384}","{'NDCG@5': 0.2652861774258059, 'HR@5': 0.33993723028638684}","{'NDCG@5': 0.23417444574848253, 'HR@5': 0.30655095184770437}","{'NDCG@5': 0.21143776532842323, 'HR@5': 0.2765957446808511}","{'NDCG@5': 0.18224110587570685, 'HR@5': 0.2458580486807118}","{'NDCG@5': 0.13515353240932898, 'HR@5': 0.1869037884982284}"
"{'NDCG@5': 0.42339201076620014, 'HR@5': 0.49385187303402917}","{'NDCG@5': 0.3993485116168891, 'HR@5': 0.47030185004868547}","{'NDCG@5': 0.3687751729923797, 'HR@5': 0.4403391883706844}","{'NDCG@5': 0.3361676739466113, 'HR@5': 0.40373395565927656}","{'NDCG@5': 0.29639326356571366, 'HR@5': 0.36829077644606567}","{'NDCG@5': 0.2646303713315927, 'HR@5': 0.3383679874460573}","{'NDCG@5': 0.23360151705386728, 'HR@5': 0.30501119820828665}","{'NDCG@5': 0.20984636671632592, 'HR@5': 0.275227474858042}","{'NDCG@5': 0.18146402757150612, 'HR@5': 0.24483534465125792}","{'NDCG@5': 0.13438839312173573, 'HR@5': 0.18608612701008448}"
"{'NDCG@5': 0.42343232219302324, 'HR@5': 0.49413783242779524}","{'NDCG@5': 0.40139294736651326, 'HR@5': 0.4734664070107108}","{'NDCG@5': 0.36894295009100064, 'HR@5': 0.4409448818897638}","{'NDCG@5': 0.3364008076120704, 'HR@5': 0.4050675112518753}","{'NDCG@5': 0.29702295757943337, 'HR@5': 0.36959353830119857}","{'NDCG@5': 0.26641843977173646, 'HR@5': 0.34199686151431935}","{'NDCG@5': 0.2349904926716579, 'HR@5': 0.30543113101903696}","{'NDCG@5': 0.21097269456642923, 'HR@5': 0.2763905042074297}","{'NDCG@5': 0.18249629534137646, 'HR@5': 0.2461989500238631}","{'NDCG@5': 0.1349792578420434, 'HR@5': 0.18676751158353774}"
"{'NDCG@5': 0.42332323307311087, 'HR@5': 0.49413783242779524}","{'NDCG@5': 0.40100778365007145, 'HR@5': 0.4741966893865628}","{'NDCG@5': 0.3685896207553555, 'HR@5': 0.4405410862103776}","{'NDCG@5': 0.3357977373763823, 'HR@5': 0.40423403900650107}","{'NDCG@5': 0.29602878254063986, 'HR@5': 0.3688118811881188}","{'NDCG@5': 0.26516775042002294, 'HR@5': 0.33905453118870144}","{'NDCG@5': 0.23367523415801553, 'HR@5': 0.303471444568869}","{'NDCG@5': 0.210699467596022, 'HR@5': 0.2761168502428679}","{'NDCG@5': 0.18208198374545642, 'HR@5': 0.24599440921797233}","{'NDCG@5': 0.13459430859385524, 'HR@5': 0.1856091578086672}"
"{'NDCG@5': 0.42315416406978257, 'HR@5': 0.49213611667143264}","{'NDCG@5': 0.40152484463280863, 'HR@5': 0.47297955209347614}","{'NDCG@5': 0.36922690786295215, 'HR@5': 0.4409448818897638}","{'NDCG@5': 0.3382656982471716, 'HR@5': 0.40740123353892316}","{'NDCG@5': 0.29742024155225266, 'HR@5': 0.3684210526315789}","{'NDCG@5': 0.26688701575380774, 'HR@5': 0.3407218517065516}","{'NDCG@5': 0.23516269751183488, 'HR@5': 0.3057110862262038}","{'NDCG@5': 0.2115544404136716, 'HR@5': 0.27693781213655333}","{'NDCG@5': 0.1826067676516475, 'HR@5': 0.24613076975523285}","{'NDCG@5': 0.13591401519294027, 'HR@5': 0.1871082038702644}"
"{'NDCG@5': 0.42441472913884365, 'HR@5': 0.4944237918215613}","{'NDCG@5': 0.4017597974459943, 'HR@5': 0.4720058422590068}","{'NDCG@5': 0.37010520465531926, 'HR@5': 0.4421562689279225}","{'NDCG@5': 0.3363413123996735, 'HR@5': 0.4050675112518753}","{'NDCG@5': 0.2982430739810668, 'HR@5': 0.3692027097446587}","{'NDCG@5': 0.2673535871770639, 'HR@5': 0.34091800706159275}","{'NDCG@5': 0.23470107032532284, 'HR@5': 0.30487122060470323}","{'NDCG@5': 0.21235517796736023, 'HR@5': 0.2787165629062051}","{'NDCG@5': 0.18301773602464286, 'HR@5': 0.2466762119042749}","{'NDCG@5': 0.1357555378988033, 'HR@5': 0.18594985009539383}"
"{'NDCG@5': 0.42316788407332245, 'HR@5': 0.493279954246497}","{'NDCG@5': 0.40035002805201997, 'HR@5': 0.4724926971762415}","{'NDCG@5': 0.3694114641017224, 'HR@5': 0.43953159701191197}","{'NDCG@5': 0.33624180532026304, 'HR@5': 0.40523420570095015}","{'NDCG@5': 0.29682159541144304, 'HR@5': 0.36737884314747266}","{'NDCG@5': 0.2668262872742843, 'HR@5': 0.3410160847391134}","{'NDCG@5': 0.2334562684907893, 'HR@5': 0.3036814109742441}","{'NDCG@5': 0.21157823778981463, 'HR@5': 0.27693781213655333}","{'NDCG@5': 0.18217775088825322, 'HR@5': 0.2458580486807118}","{'NDCG@5': 0.13459952482086998, 'HR@5': 0.1850640501499046}"
